Hour,BUS 1,BUS 2,BUS 3
1,0.0,1,0.0,1,-49.99999999999999,
2,0.0,2,0.0,2,-49.99999999999999,
3,0.0,3,0.0,3,-49.99999999999999,
4,0.0,4,0.0,4,-49.99999999999999,
5,0.0,5,0.0,5,-49.99999999999999,
6,0.0,6,0.0,6,-49.99999999999999,
7,0.0,7,0.0,7,-49.99999999999999,
8,0.0,8,0.0,8,-49.99999999999999,
9,0.0,9,0.0,9,-49.99999999999999,
10,0.0,10,0.0,10,-49.99999999999999,
11,0.0,11,0.0,11,-49.99999999999999,
12,0.0,12,0.0,12,-49.99999999999999,
13,0.0,13,0.0,13,-49.99999999999999,
14,0.0,14,0.0,14,-49.99999999999999,
15,0.0,15,0.0,15,-49.99999999999999,
16,0.0,16,0.0,16,-49.99999999999999,
17,0.0,17,0.0,17,-49.99999999999999,
18,0.0,18,0.0,18,-49.99999999999999,
19,0.0,19,0.0,19,-49.99999999999999,
20,0.0,20,0.0,20,-49.99999999999999,
21,0.0,21,0.0,21,-49.99999999999999,
22,0.0,22,0.0,22,-49.99999999999999,
23,0.0,23,0.0,23,-49.99999999999999,
24,0.0,24,0.0,24,-49.99999999999999,
